,Ruta,Operador,Tipo de vuelo,Tipo de aeronave,Registro,Total a bordo,Pasajeros a bordo,Personal a bordo,Cantidad de fallecidos,Pasajeros fallecidos,Personal fallecidos,Accidente terrestre,Año,Tasa_Mortalidad_Anual
2523,"Jacksonville, Florida",Military - United States Navy,"Jacksonville NAS - Guantanamo Bay, Cuba",Convair CV-340,141010,15.0,9.0,6.0,15.0,98.0,6.0,0.0,1983,100.0
2524,"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,"Miami, FL - Nassau, Bahamas",Lockheed L-1011,N334EA,172.0,162.0,10.0,0.0,0.0,0.0,0.0,1983,0.0
2525,"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,Bandar Lampung-Djakarta,Fokker F-28 Fellowship 3000RC,PK-GFV,61.0,57.0,4.0,3.0,1.0,2.0,0.0,1983,4.918032786885246
2526,"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,Dallas-Fort Worth - Toronto,McDonnell Douglas DC-9-32,C-FTLU,46.0,41.0,5.0,23.0,23.0,0.0,0.0,1983,50.0
2527,"Near Cold Bay, Alaska",Reeve Aleutian Airways,"Cold Bay, Alaska - Seattle, Washington",Lockheed L-188C Electra,N1968R,15.0,10.0,5.0,0.0,0.0,0.0,0.0,1983,0.0
2528,"Kauai, Hawaii",Military - U.S. Navy,Brabers Point-Barbers Point,Lockheed P-3B Orion,152720,14.0,0.0,14.0,14.0,0.0,14.0,0.0,1983,100.0
2529,"Las Vegas, Nevada",Military - U.S. Air Force,Training,Lockheed C-130H Hercules,74-2068,6.0,1.0,5.0,6.0,1.0,5.0,0.0,1983,100.0
2530,"Near Cuenca, Azuay, Ecuador",TAME,Quito - Cuenca,Boeing B-737-2V2,HC-BIG,119.0,111.0,8.0,119.0,111.0,8.0,0.0,1983,100.0
2531,"Off Scilly Islands, UK",British Airways Helicopters,Penzance - Scilly Islands,Sikorsky S-61N-II,G-BEON,26.0,23.0,3.0,20.0,19.0,1.0,0.0,1983,76.92307692307693
2532,"Gimli, Manitoba, Canada",Air Canada,Montreal - Edmonton,Boeing B-767-233ER,C-GAUN,69.0,61.0,8.0,0.0,0.0,0.0,0.0,1983,0.0
2533,"Grand Canyon, Arizona",Las Vegas Airlines,"Las Vegas, NV  - Grand Canyon, AZ",Piper PA-31-350 Chieftain,N88LV,10.0,9.0,1.0,10.0,9.0,1.0,0.0,1983,100.0
2534,"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Kazan - Chelyabinsk - Alma-Ata,Tupolev TU-134A,CCCP-65129,90.0,84.0,6.0,90.0,84.0,6.0,0.0,1983,100.0
2535,"Near Sakhalin Island, Russia",Korean Airlines,Anchorage - Seoul,Boeing B-747-230B,HL-7442,269.0,246.0,23.0,269.0,246.0,23.0,0.0,1983,100.0
2536,"Guilin, China",CAAC,Guilin - Beijing,Hawker Siddeley Trident 2E /  II-28,B-264 / ?,106.0,100.0,6.0,11.0,11.0,0.0,0.0,1983,10.377358490566039
2537,"Near Mina Jebel Ali, UAE",Gulf Air,Karachi - Abu Dhabi,Boeing B-737-2P6,A40-BK,112.0,107.0,5.0,112.0,107.0,5.0,0.0,1983,100.0
2538,"Off Lanyu Island, Taiwan",Taiwan Airlines,Taitung-Lanyu Island,Britten-Norman BN-2A-26 Trislander,B-11109,10.0,9.0,1.0,10.0,9.0,1.0,0.0,1983,100.0
2539,"Aracatuba, Brazil",TAM Lineas Aéreas Regional,Campo Grande - Araçatuba,Embraer 110C Bandeirante,PP-SBH,15.0,13.0,2.0,7.0,5.0,2.0,0.0,1983,46.666666666666664
2540,"Near Lonkin, Myanmar",Burma Airways,Lonkin - Myitkyina,de Havilland Canada DHC-6 Twin Otter 300,XY-AEE,14.0,11.0,3.0,9.0,6.0,3.0,0.0,1983,64.28571428571429
2541,"Pinckneyville, Illinois",Air Illinois,"Springfield, Il - Carbondale, IL",Hawker Siddeley HS-748-FAA,N748LL,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1983,100.0
2542,"Middletown, Pennsylvania",Pennsylvania Airlines,Middletown - Washington DC,Shorts 330-200,N26288,30.0,27.0,3.0,1.0,1.0,0.0,0.0,1983,3.3333333333333335
2543,"Lubango, Huila, Angola",TAAG Angola Airlines,Lubango - Luanda,Boeing B-737-200,D2-TBN,130.0,126.0,4.0,130.0,126.0,4.0,0.0,1983,100.0
2544,"Madrid-Barajas, Spain",AVIANCA,Paris - Madrid - Bogota,Boeing B-747-283B,HK-2910,192.0,169.0,23.0,181.0,158.0,23.0,0.0,1983,94.27083333333334
2545,"Near Enugu, Nigeria",Nigeria Airways,Calabar-Enugu,Fokker F-28 Fellowship 2000,5N-ANF,72.0,66.0,6.0,53.0,51.0,2.0,0.0,1983,73.61111111111111
2546,"Near Madrid, Spain",Iberia Airlines / Aviaco,Madrid - Rome,Boeing B-727-200 / DC9-32,EC-CFJ/EC-CGS,135.0,120.0,15.0,93.0,87.0,6.0,0.0,1983,68.88888888888889
2547,"Near Medellin, Colombia",TAMPA Colombia,Medellin - Miami,Boeing 707-373C,HK-2401,3.0,0.0,3.0,3.0,0.0,3.0,22.0,1983,100.0
2548,"Paulatuk, Northwest Territory, Canada",Inuvik Coastal Airways,Inuvik - Paulatuk,de Havilland Canada DHC-6 Twin Otter 200,C-FGJK,12.0,10.0,2.0,2.0,1.0,1.0,0.0,1983,16.666666666666664
2549,"Leshukonskoye, Russia",Aeroflot,Arkhangelsk - Leshukonskoye,Antonov AN-24,CCCP-46617,49.0,44.0,5.0,44.0,39.0,5.0,0.0,1983,89.79591836734694
2550,"Saint Louis, Missouri",Skycraft Air Transport,"Saint Louis, MO - Toronto, Canada",Douglas DC-3,C-GSCA,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1984,50.0
2551,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Berlin - Sofia,Tupolev TU-134A,LZ-TUR,50.0,45.0,5.0,50.0,45.0,5.0,0.0,1984,100.0
2552,"Cochabamba, Bolivia",North East Bolivian Airways,Cochabamba-La Paz,Douglas EC-54U,CP-1090,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1984,33.33333333333333
2553,"Izhevsk, Russia",Aeroflot,Kuibyshev - Izhevsk,Antonov An-24RV,CCCP-47358,51.0,47.0,4.0,4.0,3.0,1.0,0.0,1984,7.8431372549019605
2554,"Terre Haute, Indiana",Britt Airways,Training,Swearingen SA.226TC Metro II,N63Z,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1984,100.0
2555,"JFK Airport, New York, New York",Scandinavian Airlines (SAS),"Oslo, Norway, New York, NY",McDonnell Douglas DC-10-30,LN-RKB,177.0,163.0,14.0,0.0,0.0,0.0,0.0,1984,0.0
2556,"Barranquilla, Colombia",Aerosucre Colombia,Barranquilla - Bogota,Curtiss C-46A,HK-1322P,6.0,2.0,4.0,4.0,1.0,3.0,0.0,1984,66.66666666666666
2557,"San Borja, Bolivia",Lloyd Aereo Boliviano,Trinidad-San Borja,Fairchild F-27M,CP-862,23.0,20.0,3.0,23.0,20.0,3.0,0.0,1984,100.0
2558,Off  Bimini,State Airlines,Ft. Lauderdale - Bimini,Cessna 402B,N44NC,6.0,5.0,1.0,6.0,5.0,1.0,0.0,1984,100.0
2559,"Chalkhill, Pennsylvania",Zantop International Airlines,Baltimore - Detroit,Lockheed L-188AF Electra,N5523,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1984,100.0
2560,"Windsor Locks, Connecticut",Air Continental,Syracuse-Windsor Locks,Learjet 23A,N101PP,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1984,100.0
2561,"Near Sao Pedro d' Aldeia, Brazil",TAM Lineas Aéreas Regional,Rio de Janeiro - Macaé,Embraer 110C Bandeirante,PP-SBC,18.0,16.0,2.0,18.0,16.0,2.0,0.0,1984,100.0
2562,"Sigonella AFB, Italy",Military - U.S. Air Force,Sigonella - Diego Garcia,Lockheed C-141B,64-0624,9.0,1.0,8.0,9.0,1.0,8.0,0.0,1984,100.0
2563,"Tau Island, American Samoa",South Pacific Island Airways,Pango Pango - Tau Island,de Havilland Canada DHC-6 Twin Otter 300,N43SP,14.0,11.0,3.0,1.0,1.0,0.0,0.0,1984,7.142857142857142
2564,"Vieques, Puerto Rico",Vieques Air Link,"Vieques, PR - St. Croix, VI",Britten-Norman BN-2A Islander,N589SA,9.0,8.0,1.0,9.0,8.0,1.0,0.0,1984,100.0
2565,"Nawabshah, Pakistan",Aeroflot,Aden - Karachi - Tashkent,Antonov AN-12BP,CCCP-10232,24.0,15.0,9.0,24.0,15.0,9.0,0.0,1984,100.0
2566,"Dacca, Bangladesh",Bangladesh Biman,Chittagong-Patenga - Dhaka,Fokker F-27 Friendship 600,S2-ABJ,49.0,45.0,4.0,49.0,45.0,4.0,0.0,1984,100.0
2567,"Near Memphis, Tennessee",Aviation Enterprises,Memphis - Chicago,Douglas DC-3,N70003,3.0,1.0,2.0,3.0,1.0,2.0,0.0,1984,100.0
2568,"Near Wamena, Indonesia",Airfast Indonesia,Wamena-Jayapura,Douglas C-47A,PK-OBC,3.0,1.0,2.0,2.0,1.0,1.0,0.0,1984,66.66666666666666
2569,"San Luis Obispo, California",Wings West Airlines / Private,San Luis Obispo - San Fransisco,Beechcraft C99 / Rockwell 112TC,N6399U/N112SM,17.0,13.0,4.0,17.0,13.0,4.0,0.0,1984,100.0
2570,"Douala, Cameroon",Cameroon Airlines,Douala - Yaounde,Boeing B-737-2H7C,TJ-CBD,116.0,109.0,7.0,2.0,2.0,0.0,0.0,1984,1.7241379310344827
2571,"Mt. Musaka, Papua, New Guinea",Talair,Wewak-Tabubil-Telefomin-Kiunga,Britten-Norman BN-2A-20 Islander,P2-ISG,11.0,9.0,2.0,9.0,7.0,2.0,0.0,1984,81.81818181818183
2572,"Near Naples, Florida",Provincetown - Boston Airlines,"Naples, FL - Tampa, FL",Cessna 402C,N89PB,6.0,5.0,1.0,1.0,1.0,0.0,0.0,1984,16.666666666666664
2573,"Near the Kwango River, Zaire",MMM Aero Services,Kinshasa - Tshikapa,Handley Page Dart Herald 202,9Q-CAH,30.0,25.0,5.0,30.0,25.0,5.0,0.0,1984,100.0
2574,"Opole, Poland",APRL,Airshow,Antonov An-2T,SP-AMK,25.0,22.0,3.0,11.0,11.0,0.0,0.0,1984,44.0
2575,"Quito, Ecuador",AECA Cargo,Quito - Guayaquil,McDonnell Douglas DC-8F-55,HC-BKN,4.0,0.0,4.0,4.0,0.0,4.0,49.0,1984,100.0
2576,"Fort Franklin, Canada",Nahanni Air Services,Fort Norman - Fort Franklin,de Havilland Canada DHC-6 Twin Otter 100,C-FPPL,7.0,6.0,1.0,7.0,6.0,1.0,0.0,1984,100.0
2577,"Near Omsk, Russia",Aeroflot,Krasnodar - Omsk,Tupolev TU-154B,CCCP-85243,179.0,170.0,9.0,174.0,169.0,5.0,4.0,1984,97.20670391061452
2578,"Goose Bay, Newfoundland, Canada",Labradore Airways,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,C-FAUS,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1984,100.0
2579,"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,Tachkent-Kaboul,Ilyushin IL-76M,CCCP-86739,11.0,7.0,4.0,11.0,7.0,4.0,0.0,1984,100.0
2580,"Off Davao, Philippines",Village Airways,Davao - Manila,Douglas C-47B,RP-C138,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1984,100.0
2581,"Loja, Peru",TAME,Loja - Zumba,de Havilland Canada DHC-6 Twin Otter 300,FAE-446,14.0,12.0,2.0,14.0,12.0,2.0,0.0,1984,100.0
2582,"Near Kostroma, USSR",Aeroflot,Kostroma -Kvanovo,LET 410 M,CCCP-67225,17.0,15.0,2.0,17.0,15.0,2.0,0.0,1984,100.0
2583,"Jacksonville, Florida",Provincetown - Boston Airlines,Jacksonville - Tampa,Embraer 110P1 Bandeirante,N96PB,13.0,11.0,2.0,13.0,11.0,2.0,0.0,1984,100.0
2584,"Near Bhojpur, Nepal",Royal Nepal Airlines,Katmandou-Bhojpur,de Havilland Canada DHC-6 Twin Otter 300,9N-ABH,23.0,20.0,3.0,15.0,12.0,3.0,0.0,1984,65.21739130434783
2585,"Near Kranoyarsk, Russia",Aeroflot,Krasnoyarsk - Irkutsk,Tupolev TU-154B-2,CCCP-85338,111.0,104.0,7.0,110.0,103.0,7.0,0.0,1984,99.09909909909909
2586,"Near La Paz, Bolivia",Eastern Air Lines,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,N819EA,29.0,19.0,10.0,29.0,19.0,10.0,0.0,1985,100.0
2587,"Kansas City, Kansas",TPI International Airways,Detroit - Kansas City,Lockheed L-188AF Electra,N357Q,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1985,100.0
2588,"Jinan, China",CAAC,Nanjing - Jinan,Antonov AN-24B,B-434,41.0,34.0,7.0,38.0,31.0,7.0,0.0,1985,92.6829268292683
2589,"Havana, Cuba",Cubana de Aviacion,Havana - Managua,Ilyushin IL-18D,CU-T899,38.0,33.0,5.0,38.0,33.0,5.0,0.0,1985,100.0
2590,"Carson, New Mexico",Air Taxi - EMS,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,N40TE,3.0,2.0,1.0,3.0,2.0,1.0,0.0,1985,100.0
2591,"Reno, Nevada",Galaxy Airlines,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,N5532,71.0,65.0,6.0,70.0,64.0,6.0,0.0,1985,98.59154929577466
2592,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Howard AFB - Trujillo AP,Lockheed C-130A,56-0501,21.0,16.0,5.0,21.0,16.0,5.0,0.0,1985,100.0
2593,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,HK-1910,23.0,21.0,2.0,23.0,21.0,2.0,0.0,1985,100.0
2594,"Near Buga, Colombia",AIRES Colombia,Florencia - Cali,Embraer 110P1 Bandeirante,HK-2638,17.0,15.0,2.0,17.0,15.0,2.0,0.0,1985,100.0
2595,"Minsk, Belarus, USSR",Aeroflot,Minsk - Leningrad,Tupolev TU-134A,CCCP-65910,80.0,74.0,6.0,58.0,55.0,3.0,0.0,1985,72.5
2596,"Soldotna, Alaska",North Pacific Airlines,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,N50NP,9.0,8.0,1.0,9.0,8.0,1.0,0.0,1985,100.0
2597,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Taipei - Los Angeles,Boeing B-747-SP-09,N4522V,274.0,251.0,23.0,0.0,0.0,0.0,0.0,1985,0.0
2598,"Near Durango, Vizcaya, Spain",Iberia Airlines,Madrid - Bilbao,Boeing B-727-256,EC-DDU,148.0,141.0,7.0,148.0,141.0,7.0,0.0,1985,100.0
2599,"Timbuktu, Mali",Air Mali,Tombouctou - Bamako,Antonov AN-24V,TZ-ACT,51.0,49.0,2.0,50.0,48.0,2.0,0.0,1985,98.0392156862745
2600,"Near Valdez, Alaska",Military - U.S. Air Force,Eielson-Valdez-Eielson,Boeing RC-135T,55-3121,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1985,100.0
2601,"Fort Hood, Texas",Military - U.S. Air Force,Training,Lockheed C-130E Hercules,64-0549,6.0,0.0,6.0,6.0,0.0,6.0,0.0,1985,100.0
2602,"Near Florencia, Colombia",SATENA,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,FAC-1140,46.0,40.0,6.0,46.0,40.0,6.0,0.0,1985,100.0
2603,"Salta, Argentina",YPF,Buenos Aires - Salta,HS-125-700B,LV-ALW,7.0,5.0,2.0,7.0,5.0,2.0,0.0,1985,100.0
2604,"Near Phuket, Thailand",Thai Airways,Bangkok - Phuket,Boeing B-737-200,HS-TBB,11.0,4.0,7.0,11.0,4.0,7.0,0.0,1985,100.0
2605,"Las Cruces, New Mexico",American Airlines,"Dallas, TX - San Diego, CA",Boeing B-727-227,N718AA,89.0,81.0,8.0,0.0,0.0,0.0,0.0,1985,0.0
2606,"Kulusuk, Greenland",Aeronica,Positioning,Fokker F-27 Friendship 100,YN-BZF,5.0,0.0,5.0,2.0,0.0,2.0,0.0,1985,40.0
2607,"Near L'vov, Ukraine, USSR",Aeroflot / Soviet Air Force,Tallin - L'vov,Tupolev TU-134A / Antonov An-26,CCCP65856/26492,76.0,73.0,3.0,76.0,73.0,3.0,0.0,1985,100.0
2608,"Off Tanegashima, Japan",Military - U.S. Marine Corps,"Iwakuni - Fulemma, Okinawa",CH-53D,157138,17.0,15.0,2.0,17.0,15.0,2.0,0.0,1985,100.0
2609,"Cabimas, Venezuela",Avensa,Cabimas - Caracas,Convair CV-580,YV-84C,13.0,8.0,5.0,2.0,0.0,2.0,0.0,1985,15.384615384615385
2610,"Nashville, Tennessee",General Aviation Inc.,Nashville - Indianapolis,Grumman G-159 Gulfstream I,N181TG,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1985,100.0
2611,"Athens, Greece",Trans World Airlines,Athens - Rome,Boeing B-727-231,N64339,153.0,145.0,8.0,1.0,1.0,0.0,0.0,1985,0.6535947712418301
2612,"Juara, Brazil",TABA,Juara - Cuiaba,Embraer 110P Bandeirante,PT-GJN,17.0,15.0,2.0,17.0,15.0,2.0,0.0,1985,100.0
2613,"Atlantic Ocean, 110 miles West of Ireland",Air India,Montreal - London,Boeing B-747-237B,VT-EFO,329.0,307.0,22.0,329.0,307.0,22.0,0.0,1985,100.0
2614,"Near Uchuduk, Uzbekistan, USSR",Aeroflot,Karshi - Leningrad,Tupolev TU-154B-2,CCCP-85311,200.0,191.0,9.0,200.0,191.0,9.0,0.0,1985,100.0
2615,"Leticia, Colombia",Fuerza Aérea Colombiana,Leticia - Bogota,Douglas DC-6B,FAC-902,80.0,76.0,4.0,80.0,76.0,4.0,0.0,1985,100.0
2616,"Ft. Worth-Dallas, Texas",Delta Air Lines,Fort Lauderdale - Dallas-Fort Worth,Lockheed L-1011-1 TriStar,N726DA,163.0,152.0,11.0,134.0,126.0,8.0,1.0,1985,82.20858895705521
2617,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Tokyo - Osaka,Boeing B-747-SR46,JA8119,524.0,509.0,15.0,520.0,505.0,15.0,0.0,1985,99.23664122137404
2618,"Aden, Yemen",Alyemda Airlines,Aden - Abu Dahbi,Boeing 707-336C,7O-ACO,73.0,65.0,8.0,3.0,1.0,2.0,0.0,1985,4.10958904109589
2619,"Manchester, England",British Airtours,Manchester - Kerkira,Boeing B-737-236,G-BGJL,137.0,131.0,6.0,55.0,53.0,2.0,0.0,1985,40.14598540145985
2620,"Auburn, Maine",Bar Harbor Airlines,"Boston, MA - Auburn, ME",Beechcraft 99,N300WP,8.0,6.0,2.0,8.0,6.0,2.0,0.0,1985,100.0
2621,"Beale AFB, California",Military - U.S. Air Force,Training,Boeing KC-135A,59-1443,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1985,100.0
2622,"Near Kandahar, Afghanistan",Ariana Afghan Airlines,Kandahar - Farah,Antonov AN-26,YA-BAM,52.0,47.0,5.0,52.0,47.0,5.0,0.0,1985,100.0
2623,"Milwaukee, Wisconsin",Midwest Express,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,N100ME,31.0,27.0,4.0,31.0,27.0,4.0,0.0,1985,100.0
2624,"Near Kharkov, Ukraine",MAP,Dnepropetrovsk - Moscow,Antonov An-12,CCCP-69321,9.0,4.0,5.0,9.0,4.0,5.0,0.0,1985,100.0
2625,"Jenkinsburg, Georgia",Air Carriers Express Services Inc,Parachuting,Cessna 208 Caravan I,N551CC,17.0,16.0,1.0,17.0,16.0,1.0,0.0,1985,100.0
2626,"Vitória da Conquista, Brazil",Nordeste Linhas Aéreas,Vitória da Conquista - Salvador,Embraer 110C Bandeirante,PT-GKA,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1985,100.0
2627,"Off South Head, Australia",Pel Air,Sidney - Brisbane,IAI 1124 Westwind,VH-IWJ,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1985,100.0
2628,"Near Kutayissi, USSR",Aeroflot,Kutaisi - Poti,Yakovlev YAK-40,CCCP-87803,14.0,10.0,4.0,14.0,10.0,4.0,0.0,1985,100.0
2629,"Near Beni, Bolivia",Sabeni,Beni - La Paz,Curtiss C-46D,CP-1593,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1985,100.0
2630,"Homer City, Pennsylvania",Mountain Air Cargo,State College - Pittsburgh,de Havilland Canada DHC-6 Twin Otter 200,N3257,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1985,100.0
2631,"Dothan, Alabama",Military - U.S. Air Force,Test flight,Convair CV-340,54-2817,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1985,100.0
2632,"Gander, Newfoundland, Canada",Arrow Airways,"Gander - Fort Campbell, KY",McDonnell Douglas DC-8 Super 63PF,N950JW,256.0,248.0,8.0,256.0,248.0,8.0,0.0,1985,100.0
2633,"De Kalb, Texas",Private,Guntersville - Dallas/Ft. Worth,Douglas DC-3,N711Y,9.0,7.0,2.0,7.0,7.0,0.0,0.0,1985,77.77777777777779
2634,"Near Peten, Guatemala",Aerovias de Guatemala SA,Guatemala City-Santa Elena,Sud-Aviation  Caravelle VI-N,HC-BAE,94.0,88.0,6.0,94.0,88.0,6.0,0.0,1986,100.0
2635,"Sao Paulo, Brazil",VASP,Sao Paulo - Belo Horizonte,Boeing B-737-2A1,PP-SME,72.0,67.0,5.0,1.0,1.0,0.0,0.0,1986,1.3888888888888888
2636,"Las Lomitas, Mexico",Aerocalifornia,Villa Constitucion - Los Mochis,Douglas DC-3A-178,XA-IOR,21.0,18.0,3.0,21.0,18.0,3.0,0.0,1986,100.0
2637,"Kasongo, Zaire",GLM Aviation,Kasonga-Kinshasa,Lockheed L-188AF Electra,9Q-CWT,14.0,10.0,4.0,2.0,2.0,0.0,0.0,1986,14.285714285714285
2638,"Off Makung, Taiwan",China Airlines (Taiwan),Taipei - Makung,Boeing B-737-281,B-1870,13.0,6.0,7.0,13.0,6.0,7.0,0.0,1986,100.0
2639,"Near Bugulma, Russia",Aeroflot,Cheboksary - Bugulma,Antonov AN-24B,CCCP-46423,38.0,34.0,4.0,38.0,34.0,4.0,0.0,1986,100.0
2640,"Alpena, Michigan",Simmons Airlines,"Detroit, MI - Alpena, MI",Embraer 110P1 Bandeirante,N1356P,9.0,7.0,2.0,3.0,2.0,1.0,0.0,1986,33.33333333333333
2641,"Near Naha, Indonesia",Merpati Nusantara Airlines,Manado - Naha,CASA 212 Aviocar 100,PK-NCF,16.0,14.0,2.0,2.0,0.0,2.0,0.0,1986,12.5
2642,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,Snegamook Lake - Goose Bay,de Havilland Canada DHC-3 Otter,C-FAGM,5.0,4.0,1.0,4.0,3.0,1.0,0.0,1986,80.0
2643,"Near Pemba, Mozambique",Military - Mozambique Air Force,Pemba - Maputo,Antonov AN-26,042,54.0,51.0,3.0,49.0,46.0,3.0,0.0,1986,90.74074074074075
2644,"Maravatio, Mexico",Mexicana,Mexico City - Puerto Vallarta,Boeing B-727-264,XA-MEM,167.0,159.0,8.0,167.0,159.0,8.0,0.0,1986,100.0
2645,"Near Athens, Greece",Trans World Airlines,Rome - Athens,Boeing B-727,N54340,121.0,114.0,7.0,4.0,4.0,0.0,0.0,1986,3.3057851239669422
2646,"Near Saravena, Colombia",ACES Colombia,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,HK-2761,13.0,11.0,2.0,13.0,11.0,2.0,0.0,1986,100.0
2647,"San Salvador, El Salvador",Military - El Salvador Air Force,San Salvador - Panama City,Douglas DC-6,FAS-302,37.0,33.0,4.0,37.0,33.0,4.0,0.0,1986,100.0
2648,"Colombo, Sri Lanka",Air Lanka,London - Zurich - Dubai - Colombo - Male,Lockheed L-1011-100,4R-ULD,150.0,128.0,22.0,22.0,22.0,0.0,0.0,1986,14.666666666666666
2649,"Near Cairo, Egypt",EgyptAir,Cairo - Alexandia,Fokker F-27 Friendship 500,SU-GAD,26.0,21.0,5.0,23.0,18.0,5.0,0.0,1986,88.46153846153845
2650,"Port Ellen, Islay Island",Loganair,Glasgow - Port Ellen,de Havilland Canada DHC-6 Twin Otter 300,G-BGPC,16.0,14.0,2.0,1.0,0.0,1.0,0.0,1986,6.25
2651,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,Grand Canyon - Grand Canyon,de Havilland Can. DHC-6 -300/ Bell 206B,N76GC/N6TC,25.0,22.0,3.0,25.0,22.0,3.0,0.0,1986,100.0
2652,"Near Syktyvar, Russia",Aeroflot,Syktyvkar - 	Moscow,Tupolev TU-134A,CCCP-65120,92.0,86.0,6.0,54.0,52.0,2.0,0.0,1986,58.69565217391305
2653,"Maputo, Mozambique",Military - Zimbabwe Air Force,Chimoio - Harare,Douglas C-47A,7312,17.0,13.0,4.0,17.0,13.0,4.0,0.0,1986,100.0
2654,"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,Vieux Fort - Kingstown,de Havilland Canada DHC-6 Twin Otter 300,V2-LCJ,13.0,11.0,2.0,13.0,11.0,2.0,0.0,1986,100.0
2655,"Near Wampusirpi, Honduras",Military - Honduran Air Force,Tegucigalpa - Duzuna,Lockheed C130D,556,59.0,53.0,6.0,59.0,53.0,6.0,0.0,1986,100.0
2656,"Malakal, Sudan",Sudan Airways,Malakal - Khartoum,Fokker F-27 Friendship 400M,ST-ADY,60.0,57.0,3.0,60.0,57.0,3.0,0.0,1986,100.0
2657,"Texarkana, Arkansas",Southwest Airlift,Little Rock - Texarkana,Howard 250,N252K,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1986,100.0
2658,"Cerritos, California",Aeromexico / Private,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,67.0,58.0,9.0,67.0,58.0,9.0,15.0,1986,100.0
2659,"Karachi, Pakistan",Pan American World Airways,Bombay-Karachi-Frankfurt-New York,Boeing B-747-121,N656PA,384.0,364.0,20.0,16.0,14.0,1.0,1.0,1986,4.166666666666666
2660,"Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,N219AS,5.0,3.0,2.0,5.0,3.0,2.0,0.0,1986,100.0
2661,"Manado, North Sulawesi, Indonesia",Eastindo,Mangole - Manado,Short SC-7 Skyvan Variant,PK-ESC,13.0,10.0,3.0,13.0,10.0,3.0,0.0,1986,100.0
2662,"San Antonio, Texas",Southern Air Transport,Kelly AFB - Warner Robins AFB,Lockheed L-100-30 Hercules,N15ST,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1986,100.0
2663,"Ust-Maya, USSR",Aeroflot,Ust-May - 	Allah-Yun,LET 410MT Turbojet,CCCP-67264,14.0,12.0,2.0,14.0,12.0,2.0,0.0,1986,100.0
2664,"Chiraz, Iran",Iran Air,Chiraz-Téhéran,Boeing 737-286,EP-IRG,80.0,75.0,5.0,3.0,3.0,0.0,0.0,1986,3.75
2665,"Near Komatipoot, South Africa",Government of Mozambique,Lusaka - Maputo,Tupolev TU-134A,C9-CAA,44.0,35.0,9.0,34.0,26.0,8.0,0.0,1986,77.27272727272727
2666,"Kuybyshev, Russia",Aeroflot,Yekaterinburg - Kuybyshev,Tupolev TU-134A,CCCP-65766,93.0,85.0,8.0,70.0,66.0,4.0,0.0,1986,75.26881720430107
2667,"Manhattan, New York",Private - WNBC,Traffic reporting,Enstrom F-28F,N8617B,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1986,100.0
